std,var,working_set,object_store_size,object_size,time,num_spill_objs,spilled_size
0.022649579486412438,0.0005130034509113152,1,4000000000,100000000,0.535260558799996,0,0
0.027601961324092393,0.0007618682689366922,2,4000000000,100000000,0.6796820931999946,22,2174
0.13429036391110233,0.018033901839376292,4,4000000000,100000000,1.6720449833999964,51,4920
0.06215667623808116,0.0038634524009656434,8,4000000000,100000000,3.8558907014000057,127,12111
