base_std, ray_std, base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.03424928038792329,0.002675197012922615,0.0011730132070905867,7.1566790579500815e-06,1,1,1000000000,10000000,0.0868834183332486,0.060233337999913296
0.0025525543392985765,0.03320628463534592,6.515533655071993e-06,0.0011026573392836105,1,1,1000000000,20000000,0.05195759399945624,0.07147631499962397
0.03483849732860818,0.02504603985323203,0.0012137208961154392,0.0006273041123296871,1,1,1000000000,40000000,0.05095275399980892,0.04439826100012093
0.0010953173142775566,0.03629014827039941,1.1997200189562e-06,0.0013169748614875736,1,1,1000000000,80000000,0.027534055999846412,0.050961258333093916
0.004061495765810837,0.03235074358126056,1.6495747855699352e-05,0.0010465706102604714,1,1,1000000000,160000000,0.036011990333160306,0.05859072099974583
0.03847376247684896,0.009141822535545272,0.0014802303991249908,8.357291927140339e-05,1,1,4000000000,10000000,0.269730976666627,0.2612402229997315
0.04897970167508374,0.022879131880042893,0.0023990111761802006,0.000523454675584395,1,1,4000000000,20000000,0.21787280866647052,0.19511301233342238
0.03798054634389078,0.013551696400966864,0.0014425219005804353,0.00018364847534397825,1,1,4000000000,40000000,0.10045491066678854,0.08322246766692842
0.0005599666318588352,0.03731732527909606,3.135626287953282e-07,0.0013925827659858614,1,1,4000000000,80000000,0.06530787599998196,0.09089515233335987
0.0010837929947580037,0.000989903909006444,1.1746072554865223e-06,9.79909749066238e-07,1,1,4000000000,160000000,0.062379820333262614,0.06327351166661781
0.036112441845779504,0.0008279008142982175,0.0013041084560648064,6.854197583156517e-07,2,1,1000000000,10000000,0.14796576566671624,0.11875793900010952
0.002012601932811714,0.06870053400184607,4.050566539957447e-06,0.004719763372138809,2,1,1000000000,20000000,0.09808091666673135,0.1413151200000963
0.001230153910599332,0.033600026839482156,1.5132786437628293e-06,0.0011289618036139212,2,1,1000000000,40000000,0.04878899699997419,0.07745755633307756
0.03378513685199564,0.022361404684411664,0.0011414354721080739,0.0005000324194600279,2,1,1000000000,80000000,0.07372936266650261,0.06621035466650937
0.009436386971666856,0.015644468632752668,8.904539907904397e-05,0.0002447493988011821,2,1,1000000000,160000000,0.0699749376666053,0.07828071199977178
0.0040582184175121635,0.08256816924298159,1.646913672423493e-05,0.00681750257213765,2,1,4000000000,10000000,0.4468824893334992,0.5143286096669423
0.006657890566387405,0.032157043337196815,4.4327506793990404e-05,0.0010340754361903542,2,1,4000000000,20000000,0.357814424333507,0.38003641433321417
0.0017755093495787396,0.00039879366798747457,3.1524334504415194e-06,1.590363896269041e-07,2,1,4000000000,40000000,0.143388181000167,0.14374117266622002
0.009032022247984002,0.020171861886377106,8.157742588807799e-05,0.0004069040119630733,2,1,4000000000,80000000,0.1321070523332916,0.13734703466646656
0.0058222708704449636,0.025299585539386698,3.389883808883195e-05,0.0006400690284647445,2,1,4000000000,160000000,0.12563400333298583,0.13427018566623397
