base_std, ray_std, base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.0035784019867143688,0.0025380274710107378,1.2804960778521342e-05,6.4415834436051615e-06,1,1,1000000000,10000000,0.06436595279999438,0.06412210600000208
0.0043876301025908915,0.006208772414399274,1.9251297917161758e-05,3.854885489380539e-05,1,1,1000000000,20000000,0.05120287820000158,0.047881524199988236
0.003009524442205441,0.0025639852024852265,9.057237368231971e-06,6.574020118563207e-06,1,1,1000000000,40000000,0.027451047600004587,0.031324204399993505
0.004400777887239654,0.005328823494184537,1.936684601281751e-05,2.8396359832173095e-05,1,1,1000000000,80000000,0.028916541799981134,0.03168893920000073
0.004463876331665059,0.00942717189437555,1.99261919043995e-05,8.887156992610431e-05,1,1,1000000000,160000000,0.03633380899999565,0.041951389999996994
0.005519329629205245,0.00875578660516035,3.0462999555822905e-05,7.666379907510542e-05,1,1,4000000000,10000000,0.22480366460001733,0.2236177140000109
0.0019506656384118699,0.011306654325983989,3.8050964328807876e-06,0.00012784043204729247,1,1,4000000000,20000000,0.17779413060000024,0.17487841900001513
0.002808680238521715,0.0032762709351646583,7.888684682262397e-06,1.0733951240604706e-05,1,1,4000000000,40000000,0.07326687140007379,0.07473626380001405
0.0025326847024021207,0.0022508805948979714,6.414491801781719e-06,5.066463452488246e-06,1,1,4000000000,80000000,0.06598920960000214,0.06625816960001885
0.012251989882557835,0.007092745396722531,0.00015011125608229954,5.030703726272865e-05,1,1,4000000000,160000000,0.07517845140000645,0.06708887439999671
0.005633298677301187,0.010453592876959163,3.17340539876833e-05,0.00010927760403721135,1,1,8000000000,10000000,0.4534835152000142,0.44711303659998974
0.003205072932261864,0.012840218018831014,1.0272492501117663e-05,0.00016487119877111266,1,1,8000000000,20000000,0.35902215460000664,0.34555068139998185
0.0021859213177574787,0.03227474422207548,4.778252007426593e-06,0.0010416591146003944,1,1,8000000000,40000000,0.14239541420004115,0.15714933520000612
0.002864742122211237,0.00362258565323989,8.206747426771344e-06,1.3123126815059479e-05,1,1,8000000000,80000000,0.11766179019998617,0.11735906799999611
0.001707720305747674,0.030772249773689083,2.9163086426629292e-06,0.0009469313561343078,1,1,8000000000,160000000,0.11249943360000998,0.12709313259999816
0.0033321468090129645,0.03381903357716211,1.1103202356815281e-05,0.0011437270320932183,2,1,1000000000,10000000,0.11789986459998544,0.13455755499999214
0.0024963274668939094,0.02497800076750548,6.231650821968962e-06,0.0006239005223415043,2,1,1000000000,20000000,0.09425144180002007,0.10738382140002614
0.0059265123195602724,0.03359192499358725,3.5123548273899686e-05,0.0011284174247747916,2,1,1000000000,40000000,0.05190996759999962,0.07074624279998716
0.0016815995329817232,0.009359433504633929,2.82777698932435e-06,8.759899552766414e-05,2,1,1000000000,80000000,0.046843456399938074,0.05400709759999245
0.012464876836082784,0.041577302636053054,0.00015537315453871314,0.0017286720944899442,2,1,1000000000,160000000,0.06927276680000886,0.08731499800001075
0.0069990932100388635,0.012942804809340727,4.898730576281213e-05,0.00016751619633269344,2,1,4000000000,10000000,0.4420314112000142,0.4508539819999896
0.013294901315884487,0.013409132972649727,0.00017675440099910707,0.0001798048470782021,2,1,4000000000,20000000,0.3428215514000385,0.3504800505999583
0.004440654064505597,0.006858747634774822,1.9719408520610076e-05,4.704241911752922e-05,2,1,4000000000,40000000,0.1410958060000212,0.14561220759997012
0.0040402053851306356,0.0041988120846786076,1.6323259554038587e-05,1.7630022922443117e-05,2,1,4000000000,80000000,0.1258236689999876,0.12306260119999024
0.002428862410816988,0.005915613625422929,5.899372610679712e-06,3.499448456528941e-05,2,1,4000000000,160000000,0.1199441495999963,0.11879000199999154
0.005038092188566717,0.030619508401897037,2.538237290049697e-05,0.0009375542947738432,2,1,8000000000,10000000,0.9053447627999958,0.9324542521999775
0.012683688502130955,0.012667942408892328,0.000160875954019089,0.00016047676487501277,2,1,8000000000,20000000,0.7100677264000297,0.6927689024000074
0.004147277118883127,0.003901524154478568,1.719990750081153e-05,1.5221890727979705e-05,2,1,8000000000,40000000,0.2749397189999854,0.27950818100002833
0.003216908321343079,0.00434728967353984,1.0348499147926347e-05,1.889892750566613e-05,2,1,8000000000,160000000,0.2173151498020161,0.21167859719862464
0.005073784083643926,0.021911381262847092,2.574328492743843e-05,0.0004801086288458467,4,1,1000000000,10000000,0.23509190199838487,0.26470349919982256
0.004147037972569237,0.00802199326159877,1.719792394593117e-05,6.435237588913608e-05,4,1,1000000000,20000000,0.18638218859996414,0.18700720699998782
0.0025165615134125803,0.00692478106240729,6.333081850789417e-06,4.795259276227464e-05,4,1,1000000000,40000000,0.08778244360146345,0.10205370019975817
0.0041837757492971805,0.008690335736457598,1.7503979520407183e-05,7.552193521235202e-05,4,1,1000000000,80000000,0.08274378899805016,0.095084327996301
0.01774997983378935,0.007065860998572364,0.0003150617840999286,4.992639165114604e-05,4,1,1000000000,160000000,0.11858913260075496,0.12483873020100873
0.002075536365429457,0.005081704828295383,4.30785120422012e-06,2.5823723961920608e-05,4,1,4000000000,40000000,0.27613398820103613,0.3079013883980224
0.004396597350171004,0.0031747406573548877,1.933006825953069e-05,1.0078978241462143e-05,4,1,4000000000,80000000,0.24362099879945162,0.25019039460166825
0.012040838696942783,0.006667826458251235,0.00014498179652579476,4.445990967735521e-05,4,1,4000000000,160000000,0.24039944039977854,0.2201634750002995
0.005542236706824416,0.021658165448707287,3.0716387714471946e-05,0.0004690761306035781,4,1,8000000000,40000000,0.5432710960012628,0.6118252683983882
