base_std, ray_std, base_var, ray_var, working_set_ratio, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.011038263376972926,0.004555837528366203,0.00012184325837942176,2.0755655584869872e-05,1,1000000000,10000000,0.25175693960045464,0.24802924520045053
0.585439035728459,0.05089378737133995,0.34273886455466795,0.0025901775929991614,1,1000000000,20000000,0.47254510079947065,0.22043113860054292
0.04885643970454573,0.5607709180020617,0.002386951700603912,0.314464022476875,1,1000000000,40000000,0.4543806522000523,0.7497682787987288
0.5258269262012139,0.10534964253849664,0.27649395631821677,0.011098547182989022,1,1000000000,80000000,1.633973149600206,1.2811016970001219
0.06793291835893289,0.6410605077964608,0.004614881396761442,0.4109585746562563,1,1000000000,160000000,1.1362805864002439,1.4274948952013802
0.08913366722840144,0.07223727924437838,0.007944810633583405,0.0052182245126303,1,4000000000,10000000,4.8649737386003835,4.81264733819844
0.06054433177455591,0.052420124554127666,0.003665616110027501,0.002747869458270258,1,4000000000,20000000,0.9833251335992828,0.883434212400607
0.005800179222971298,0.0067618865207927,3.3642079018587925e-05,4.5723109320077997e-05,1,4000000000,40000000,0.41525389379967237,0.4116861634007364
0.5737568520676443,0.05852522538464841,0.32919692529457256,0.003425202006323895,1,4000000000,80000000,0.876455263599928,0.6017426951992093
0.0830319653453581,0.30797994942302714,0.00689430726911275,0.09485164924661035,1,4000000000,160000000,1.717171935999795,1.8980546988008427
0.1181528598885289,0.21124351807162373,0.013960098299838342,0.04462382392727642,1,8000000000,10000000,14.151295551200018,14.385923886800446
0.05961906261671542,0.0972867104953215,0.0035544326272958344,0.0094647040390005,1,8000000000,20000000,4.442007982400537,4.455090006998944
0.04725679978965222,0.0565112094263343,0.0022332051263592744,0.0031935167908270145,1,8000000000,40000000,1.1300569014005304,1.1337725864003005
0.0071505797061526535,0.004998406019698999,5.113079013404217e-05,2.4984062737763186e-05,1,8000000000,80000000,0.7040531820006436,0.7027487162005854
0.46754232273307045,0.05347398181765066,0.2185958235466346,0.0028594667314344336,1,8000000000,160000000,1.3020238538003468,1.0902769575994171
0.09105206262489786,0.48991212137580037,0.008290478108248322,0.24001388667093693,2,1000000000,10000000,0.5467453822006064,1.1757836733995646
0.0031828001898495644,0.1951755890130849,1.0130217048506422e-05,0.03809351054660463,2,1000000000,20000000,0.35093891319920656,1.0539399253997543
0.1051223360794471,0.22500621247994715,0.011050705542800224,0.05062779565457113,2,1000000000,40000000,0.9123213610007952,1.147635184599494
0.05426525688656032,0.29769988289765725,0.0029447181049643825,0.08862522027727884,2,1000000000,80000000,2.594677483801206,2.8839588067989097
1.1895421082295998,0.6970244114810191,1.4150104272513209,0.485843030200461,2,1000000000,160000000,3.095971558599558,3.861079169400182
0.15638226627474933,0.40492327705276154,0.0244554132052266,0.16396286029914747,2,4000000000,10000000,10.000898570599384,15.384215430400218
0.012656539403521704,0.3721671287900063,0.00016018798967289754,0.13850837175179712,2,4000000000,20000000,1.813615846799803,3.602310504000343
0.029019154516879565,0.42408430605139874,0.0008421113288745317,0.17984749863909644,2,4000000000,40000000,0.8503485644003377,2.2196359396009937
0.08908057050543296,0.21017836913203683,0.007935348041573413,0.04417494685100273,2,4000000000,80000000,1.2109699019994877,2.326626768999995
0.12567810355252368,0.05738753848057154,0.015794985712558864,0.0032933295728590794,2,4000000000,160000000,3.394827139800327,4.280490137199377
0.2996959897930492,0.4933682413806063,0.08981768629803544,0.24341222160299222,2,8000000000,10000000,28.60731390119836,32.790672380800245
0.095958810183017,0.04366521887640535,0.009208093251740287,0.0019066513395243861,2,8000000000,20000000,9.045849399999861,15.826089468199644
0.0832854933842698,1.0423961726590998,0.006936473408261248,1.0865897807743399,2,8000000000,40000000,2.27430755259993,4.068312391799554
0.009898757006227004,0.34255798895687306,9.79853902683282e-05,0.11734597579817715,2,8000000000,80000000,1.4204094953995081,3.7793674890010154
0.040096197363701784,0.28549245189042355,0.0016077050430289258,0.0815059400864058,2,8000000000,160000000,2.310183905401209,4.640904017000139
