base_std, ray_std, base_var, ray_var, working_set_ratio, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.008576812984668074,0.009402780401481847,7.356172097397088e-05,8.841227927849114e-05,1,8000000000,160000000,1.0473220097948797,1.042533666192321
0.6120404925276974,0.5492259606418983,0.3745935644935464,0.30164915584301605,2,1000000000,10000000,1.8537767986010294,1.5441336442017928
1.3335052834939127,0.06889587364175241,1.7782363411061808,0.004746641404860316,2,1000000000,20000000,1.138328874000581,0.4794914517959114
0.027017608642449467,0.026973081795420753,0.0007299511767565602,0.0007275471415424584,2,1000000000,40000000,0.8009950072038918,0.6191758239991032
0.02287404255299519,0.007484977513561132,0.0005232218227162347,5.6024888378515795e-05,2,1000000000,80000000,2.3158916264015716,1.9239149778033606
0.03705385217854875,0.01066369582330589,0.0013729879612697417,0.00011371440861199147,2,1000000000,160000000,2.180951436399482,1.2121665921993554
1.0450911912860092,1.0090771836976018,1.0922155981036101,1.0182367626590836,2,4000000000,10000000,28.1120860628027,33.860619900590976
20.926563745990972,22.625893459369593,437.9210702150237,511.93105483474375,2,4000000000,20000000,37.99590193239855,32.13387242958997
11.203009905825501,15.737139703595156,125.50743095002431,247.65756605047105,2,4000000000,40000000,23.535504675802077,20.639321622805436
12.140992551004397,14.184991801629772,147.40370012354424,201.21399241230387,2,4000000000,80000000,24.918414881796345,21.830486265005312
10.948186534982916,17.343872728788835,119.86278840478124,300.8099212324251,2,4000000000,160000000,13.572079628199571,16.44496090359753
0.983664416125253,0.5314611407753922,0.9675956835510349,0.2824509441542813,2,8000000000,10000000,34.74468004819355,32.633693343406776
1.1286235313420168,1.4997373941963574,1.2737910754989243,2.2492122515508806,2,8000000000,20000000,28.124720154597888,35.686470156401626
15.208321572069176,24.499433326692788,231.29304503946463,600.2222333290653,2,8000000000,80000000,53.052463442791485,50.56171861860785
14.179363372187959,24.07885423988762,201.05434564054548,579.791221505754,2,8000000000,160000000,54.2685539767961,49.81697039540158
6.691048778888368,5.077938146135758,44.770133761463526,25.78545581598066,4,1000000000,10000000,10.927404119394486,8.064718762808479
8.663813864838781,6.078361673527816,75.0616706845727,36.94648063421187,4,1000000000,20000000,7.810179171001073,4.112755756999832
1.9093239284778902,0.029679108985514666,3.645517863858244,0.0008808495101740574,4,1000000000,40000000,2.531431008601794,1.2177824140060693
0.025331241859705644,0.04323118483547357,0.0006416718141549036,0.0018689353422788799,4,1000000000,80000000,4.690290615399135,3.736345716199139
0.048363671525388154,0.02915503903934866,0.002339044723415641,0.0008500163013859445,4,1000000000,160000000,4.374221577000571,1.2907867533969692
0.35975828721640496,185.0538501199,0.1294260252208813,34244.927444198416,4,4000000000,10000000,66.50291546480148,206.316339506401
5.558456366585115,24.965201479443376,30.8964371792306,623.2612849092018,4,4000000000,80000000,53.324243386799935,51.85407645860105
5.656617982332618,24.607975398742703,31.997326998048738,605.5524532251261,4,4000000000,160000000,57.36624873979599,53.98048540079617
2.674912594803316,5.055161622465294,7.155157389837409,25.554659029245947,4,8000000000,10000000,76.41631657960242,68.75809110261034
0.6129972797104076,50.914198396743814,0.37576566493235974,2592.2555983829902,4,8000000000,20000000,58.83578615859733,106.58730645159957
11.007326754797685,50.36988633543756,121.16124228688491,2537.1254494448995,8,1000000000,20000000,24.053639262198704,53.53862191500375
8.734062591540985,13.680375705185636,76.28384935295561,187.1526794350334,8,1000000000,40000000,24.283514984603972,22.40020588579937
6.826386252452945,11.682120898127728,46.59954926767857,136.4719486784726,8,1000000000,80000000,17.05532407159917,13.436505645199214
8.082151935522264,12.33512744513773,65.32117990886628,152.15536908779006,8,1000000000,160000000,16.052885668392992,9.46348029039218
3.575165202942906,163.8514783467638,12.781806228333792,26847.306956420005,8,4000000000,10000000,122.17454032159876,362.4335694956011
5.9505042755814275,21.668768445713745,35.408501133712846,469.5355259539597,8,8000000000,10000000,165.71525361379608,150.3991624185932
12.44083512569104,77.6572995035643,154.77437862462799,6030.656166186288,8,8000000000,20000000,143.68424784760572,267.2797796869942
2.5494866497176543,21.71033030564484,6.499882177088549,471.3384419802006,16,1000000000,40000000,59.73685947820195,53.92083932000678
1.117923467288223,20.268228242687034,1.2497528787137226,410.8010760976563,16,1000000000,80000000,56.73321212080191,54.90449775021407
6.703074974414005,25.51388802240348,44.93121411261531,650.9584820197438,16,1000000000,160000000,31.495690842403565,47.03627234800369
11.813329263090493,402.7629634396269,139.55474827819017,162218.0047186702,16,4000000000,10000000,264.2292218044051,909.4570143842022
8.045112080924007,332.151592730526,64.7238283946294,110324.68055342519,16,8000000000,20000000,253.46163016239296,1023.966330240795
