base_std, ray_std, base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.009098187508297838,0.3086871994109463,8.277701593614684e-05,0.09528778708017334,1,1,1000000000,10000000,0.11644190700038355,0.38160397066712903
0.24466457194206845,0.015404773839814477,0.05986075276359559,0.00023730705705583247,1,1,1000000000,20000000,0.27088802200038725,0.14841544999944745
0.11110341010184673,0.04804142779348754,0.012343967736259136,0.0023079787844368766,1,1,1000000000,40000000,0.1714090373328266,0.13177570699978483
0.044975313772081804,0.285562563864611,0.002022778848897211,0.08154597788093003,1,1,1000000000,80000000,0.07476215933335577,0.2762382686669298
0.0014251610283483934,0.04507266855137612,2.0310839567230504e-06,0.00203154545034221,1,1,1000000000,160000000,0.03876314566696237,0.06398583966680842
0.20137512779953579,0.22824831847734836,0.040551942096279374,0.052097294887737046,1,1,4000000000,10000000,0.6728787916666382,1.0792284769995604
0.11376468036442054,0.18603357154836106,0.012942402498418772,0.03460848974303918,1,1,4000000000,20000000,0.7979160563330273,0.6185494586661662
0.17662105537873646,0.23484019492294927,0.03119499720309869,0.05514991715144881,1,1,4000000000,40000000,0.40984204533378943,0.5030892630008262
0.027647084339062575,0.2830932811067207,0.0007643612724512391,0.0801418058077688,1,1,4000000000,80000000,0.1308617899994715,0.3485842143327318
0.02014384263624559,0.05420801471477589,0.00040577439615382564,0.0029385088593173597,1,1,4000000000,160000000,0.09305684799922649,0.11968789133425162
0.025387079344525464,0.9288456752946644,0.0006445037976452314,0.8627542885136013,2,1,1000000000,10000000,0.28457020933334815,1.924908981999882
0.02203988458507457,0.3240088913030657,0.0004857565125234078,0.10498176164344186,2,1,1000000000,20000000,0.20508042266616636,0.46861961100027355
0.21131013735981624,0.02365855145178628,0.044651974151024405,0.0005597270567968186,2,1,1000000000,40000000,0.2907776229997883,0.1481871763323094
0.10046844492358581,0.09924060992715084,0.010093908425363595,0.009848698658712908,2,1,1000000000,80000000,0.19963139233368565,0.18033890166771016
0.37985416112655057,0.038709463289330226,0.14428918372515545,0.0014984225481480045,2,1,1000000000,160000000,0.3475053319998551,0.1366611666665752
0.0583274111577985,0.012018176605617378,0.003402086892370877,0.00014443656892380884,2,1,4000000000,10000000,1.5627845443329231,1.7552986586670158
0.020968125569789227,0.1426742437487932,0.00043966228991044874,0.020355939829290057,2,1,4000000000,20000000,1.4852585899995272,1.6312342829999882
0.010802218075545529,0.07071027806337568,0.00011668791535164255,0.004999943423799907,2,1,4000000000,40000000,1.0498758453334933,1.4139696156665498
0.07842258570123867,0.1773082331275262,0.006150101948068123,0.03143820953480518,2,1,4000000000,80000000,0.3551783236665263,1.0313219829992402
0.2663198922907702,0.04626181926499872,0.07092628502976743,0.0021401559217074065,2,1,4000000000,160000000,0.5342689856667372,0.39214075166637485
0.003964080638286627,0.012464190199294352,1.5713935306838913e-05,0.00015535603732418538,4,1,1000000000,10000000,0.4732582306666397,2.911424767667389
0.10195622977818834,0.866342501108212,0.010395072790582738,0.7505493292264322,4,1,1000000000,20000000,0.43741795533363376,1.5318067543339566
0.08664611016783379,0.8456609052356562,0.007507548407216388,0.7151423666439894,4,1,1000000000,40000000,0.27725185233308974,2.035098971999711
0.19742912985511737,0.16454744755803344,0.0389782613153488,0.027075862497863767,4,1,1000000000,80000000,0.3078192156669199,0.25963369566670735
0.05758898096246177,0.3652480366471846,0.003316490728294784,0.1334061282746231,4,1,1000000000,160000000,0.19312621133273447,0.45475410100031394
0.07948477809149697,0.08468838093359461,0.006317829948254516,0.007172121865153632,4,1,4000000000,10000000,3.310035365000052,3.4741788876672217
0.027547959087841058,0.04197789242620399,0.0007588900499053648,0.0017621434525459546,4,1,4000000000,20000000,2.892365276333294,3.0581989900007707
0.11175080858845207,0.06612818028017223,0.012488243220172853,0.004372936227166959,4,1,4000000000,40000000,2.1952195026672903,2.6733817956658945
0.09250107252141361,0.14424004718971445,0.00855644841761182,0.020805191213291052,4,1,4000000000,80000000,0.8264553066668062,2.574930235333037
