base_std, ray_std, base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.012547242369183417,0.01963642842456602,0.0001574332910710315,0.00038558932127310424,1,1,1000000000,10000000,0.3013815185986459,0.3036049713991815
0.002281656456170912,0.030441443225954695,5.205956183986406e-06,0.000926681465679023,1,1,1000000000,20000000,0.4428279734012904,0.46140652539907023
0.013773361037521168,0.011884919431565314,0.0001897054742699062,0.00014125130989479877,1,1,1000000000,40000000,0.8783231869994779,0.8762874170017312
0.00974493365978327,0.026100641547565813,9.496373203357695e-05,0.0006812434891945188,1,1,1000000000,80000000,1.4442237793977255,1.4623137944014162
0.010115896938976186,0.013833597168964618,0.00010233137087998778,0.00019136841063318588,1,1,1000000000,160000000,1.4843071394003347,1.4956009500005165
0.0156313447642118,0.03417056568657905,0.00024433893913765163,0.0011676275593408138,1,1,4000000000,10000000,0.9981777383989539,1.003360863799753
0.04218321911334807,0.03441927491240373,0.001779423974764734,0.001184686485495625,1,1,4000000000,20000000,1.0141496286014444,1.0149672754007042
0.018118667472192308,0.027866371034674733,0.00032828611096787953,0.000776534634642159,1,1,4000000000,40000000,1.193595567398006,1.2077869174012448
0.01276625270664138,0.02433965594870524,0.00016297720816982835,0.0005924188517013424,1,1,4000000000,80000000,1.6454990238009486,1.6494436613997094
0.007525377776272551,0.04474001829959462,5.6631310675616804e-05,0.0020016692374480614,1,1,4000000000,160000000,1.5929147353977897,1.5975925771999755
0.02211226447241141,0.03464838098043578,0.0004889522400978679,0.0012005103045654238,1,1,8000000000,10000000,1.765532160397561,1.7655506093986333
0.023738595951122418,0.055758338540008105,0.0005635209377306456,0.003108992316742153,1,1,8000000000,20000000,1.8627386763997493,1.846034067601431
0.023963110956288395,0.0036568906593715585,0.0005742306867033889,1.3372849294598953e-05,1,1,8000000000,40000000,2.1812735791987508,2.171021160599776
0.009712547241570559,0.00973784670273317,9.433357391973988e-05,9.482565840593127e-05,1,1,8000000000,80000000,2.0946989419986495,2.0832572044004336
0.01593840348520189,0.013662100914403001,0.00025403270565709575,0.00018665300139533134,1,1,8000000000,160000000,1.7952459705993533,1.8037410952019854
0.011958903854510556,0.0121469020286548,0.00014301538140142745,0.0001475472288937381,2,1,1000000000,10000000,0.6051058629993349,0.5282053269998869
0.02149441234195918,0.008609297794691566,0.0004620097619261672,7.412000851768106e-05,2,1,1000000000,20000000,0.899833142600255,0.7469660172020667
